tsne_1,tsne_2,class
-62.35996,-3.6102223,e
6.1578636,3.7890692,p
-57.128593,11.715176,e
-72.990486,2.7270477,e
8.102767,-2.5265534,p
-55.032394,31.427608,e
-78.30549,35.846767,e
-59.024803,29.182045,e
-38.584015,-84.074265,e
-78.29989,35.844727,e
-83.21817,11.623272,e
-26.535439,53.027466,e
-30.318872,63.285748,e
-59.162704,30.997137,e
-58.421886,36.083256,e
-80.94746,5.0718236,e
-71.58117,4.925001,e
-12.339956,72.79904,e
-47.545795,35.31736,e
-38.587856,-84.07499,e
-85.63157,-22.457872,e
-51.03287,61.762974,e
-83.49646,11.187432,e
-82.52621,11.055637,e
-75.341705,7.5362825,e
-70.017525,4.7780457,e
-46.490753,38.26929,e
-82.591866,-1.0558426,e
-5.245828,-8.137346,e
-52.35661,57.42898,e
-78.717766,13.382309,e
-52.49731,63.423267,e
-71.84103,5.2193937,e
-74.29486,8.770317,e
-51.215916,61.289783,e
-78.61267,12.939274,e
-3.551122,-10.611496,e
-55.865425,38.315144,e
-82.771835,-23.725937,e
-71.237686,3.8808076,e
-55.51688,62.304768,e
-60.574463,30.134464,e
-83.28484,8.476052,e
-69.58659,5.00733,e
-58.626118,29.137823,e
-54.43968,29.524502,e
8.475267,3.7114644,p
-37.98299,-84.83863,e
-3.2540324,-11.554224,e
-71.582596,8.346616,e
-80.33466,34.867485,e
-4.182956,1.2311382,p
-46.70073,39.53346,e
-6.4592524,-10.960519,e
-54.461918,29.526611,e
-77.63056,34.787067,e
-16.328262,38.835922,e
-57.097965,11.713863,e
-48.105778,40.097485,e
-62.676876,-4.4840198,e
-83.79459,9.530552,e
-3.545971,-10.609657,e
-72.70472,3.1365695,e
-60.130417,28.74588,e
-49.702236,40.076637,e
-62.946587,-3.2320154,e
-49.24428,34.237064,e
-48.95594,35.930202,e
-79.00946,1.0914681,e
-5.832051,44.686028,e
-52.970245,59.31264,e
-1.3982047,4.545878,p
-82.55968,0.22696085,e
-77.62557,10.910862,e
-55.75712,27.16295,e
-80.88712,0.93063366,e
-71.11369,3.7808268,e
-60.555355,30.141562,e
-63.46068,-3.7117608,e
-4.920632,-11.866171,e
-82.08075,31.165857,e
-59.61888,27.239407,e
-69.92748,4.6121564,e
-79.64549,13.311275,e
-48.859005,35.52642,e
-38.89772,-84.82132,e
-84.127144,3.5209305,e
-3.7819347,1.0828532,p
-82.08052,31.140793,e
-62.358696,-3.633212,e
-60.076744,28.890575,e
-50.963135,36.597294,e
-79.41009,0.99631476,e
-69.535545,4.786781,e
9.164973,1.9390959,p
-82.09476,-0.9411849,e
-5.60282,-12.499337,e
-3.088871,5.025437,p
-51.72067,58.366787,e
-5.8664,-7.734876,e
-58.647476,35.166336,e
-57.123123,11.706464,e
-48.970963,35.55916,e
-50.924526,35.261173,e
-53.944,57.989677,e
-80.365326,34.92027,e
-78.33109,35.875694,e
-48.990322,35.536407,e
-82.79157,4.59899,e
11.130638,0.6020708,p
-85.42979,-22.611916,e
-48.88078,35.504482,e
-83.15714,-24.534796,e
-75.20351,7.3788004,e
-52.20984,61.19876,e
-15.718093,47.318127,e
-77.08018,34.03771,e
8.007387,-2.553775,p
-37.995758,-84.84564,e
-48.407406,38.916183,e
-50.47202,36.42304,e
-60.8819,35.02853,e
-5.184363,-7.8766103,e
-82.55434,4.823815,e
-56.0698,29.442263,e
-81.30358,4.939278,e
-51.220955,63.0248,e
-4.212217,1.3769635,p
-82.39773,-0.0005047421,e
-75.62785,7.039664,e
-82.9505,-24.70281,e
-3.2586293,-11.54656,e
-10.987015,64.00466,e
-71.593735,8.373187,e
-77.62602,10.925679,e
4.9920588,2.2411964,p
-59.437138,27.255428,e
4.928332,1.814777,p
-54.81811,38.419456,e
-83.77146,9.50622,e
-81.359245,31.752306,e
-78.13441,34.295315,e
-77.100075,34.113873,e
-82.788025,4.6262465,e
-7.192931,40.378395,e
-60.103405,35.93822,e
5.0060906,-1.1581299,p
-83.75387,2.6396677,e
-38.91324,-84.86082,e
-56.102097,40.051323,e
-59.63979,27.24113,e
-83.42716,33.387276,e
-72.14027,8.258518,e
-70.65631,5.986007,e
-51.692886,58.45822,e
-5.502804,-10.584322,e
-3.0784209,-11.345919,e
-51.405094,35.540012,e
-50.55216,39.013046,e
-55.027428,38.88267,e
-72.58063,9.184215,e
-80.95426,3.707064,e
-78.64235,11.409775,e
-14.715749,49.810646,e
-63.012344,-4.2481103,e
6.6596513,-4.3421097,p
-25.513163,64.44226,e
-71.9546,5.1519895,e
-57.838726,11.944471,e
-73.35631,4.228724,e
-47.118755,35.13745,e
-52.58353,-18.18362,e
-55.445183,41.00407,e
-58.60443,29.143614,e
-81.24234,35.40272,e
-10.896846,40.51315,e
-49.457436,34.191383,e
12.577529,-2.6992738,p
-51.406734,35.375076,e
-62.351734,-3.6279037,e
-79.183044,-0.08979155,e
-3.1337738,4.9800353,p
-62.67048,-4.494973,e
-83.01748,8.849816,e
-56.869392,12.804165,e
-57.10557,11.726303,e
-56.07924,40.066444,e
-85.2596,-21.880095,e
-71.709274,4.8156676,e
-74.71225,6.5527506,e
-54.27814,62.53153,e
-58.672947,35.154873,e
-75.00823,6.0410395,e
13.241942,0.18559434,p
-54.928246,30.969976,e
-79.17424,1.405132,e
4.9155726,2.289136,p
-50.165676,40.339832,e
-59.468163,30.943483,e
-72.71423,3.1525118,e
-55.623074,29.446093,e
-10.545465,-24.860975,e
-78.69135,36.62471,e
-50.925846,35.232067,e
-3.7063575,-10.766179,e
-53.943752,58.476437,e
-78.74525,13.380279,e
-83.03556,-0.0125626,e
-71.93255,8.016035,e
-63.024883,-4.2856503,e
-47.90523,34.22759,e
-8.535857,68.973114,e
-57.521687,13.025192,e
-83.65122,2.3689785,e
-12.932767,38.844307,e
-3.54974,-10.621237,e
-3.194079,77.18753,e
-79.397934,33.38141,e
-78.5853,12.942464,e
-78.56498,10.945133,e
-52.17371,61.66171,e
-37.99989,-84.8051,e
-79.87794,33.211502,e
-3.4536624,4.1233826,p
-79.83095,33.156097,e
-70.782906,3.5806665,e
-6.310769,37.03345,e
-15.718056,72.7976,e
-25.070185,64.033,e
-81.32421,31.815891,e
-80.25364,-0.81883603,e
-6.4567866,-10.988914,e
-78.11312,34.231964,e
-84.99235,-21.961168,e
-79.17765,-0.06448069,e
-11.960362,42.107243,e
-77.478745,33.44424,e
-53.93693,58.4949,e
-73.31836,7.4396634,e
-38.46852,-85.27201,e
-77.64012,11.387593,e
-55.861084,27.681404,e
-38.569256,-84.07355,e
-58.462757,26.829584,e
-57.880188,35.995667,e
-79.58693,12.861044,e
9.0966015,1.9109383,p
-25.89164,50.81299,e
-74.09891,8.687437,e
-79.55441,1.2942778,e
-48.611828,-20.43463,e
5.0974736,4.2247715,p
-52.252544,61.20167,e
-5.4971766,67.58067,e
-58.4971,27.391237,e
-82.253555,3.2144835,e
-75.18743,6.2399077,e
-58.62641,29.253843,e
-82.57663,0.24600764,e
-5.1864185,-7.8817434,e
-79.39412,36.489033,e
-3.1710072,77.19151,e
-60.44993,34.97226,e
-48.402615,38.523094,e
-5.233775,-12.770472,e
9.554775,4.0346804,p
-56.312645,31.245317,e
-84.64959,3.4637914,e
9.542667,3.4514253,p
-48.425983,38.89741,e
-55.2427,40.61311,e
-50.54384,39.03498,e
-54.61288,27.32934,e
-72.195625,9.417365,e
-70.505554,5.694574,e
-52.53811,63.40728,e
-73.97307,8.952944,e
-8.212631,48.746197,e
-52.018753,58.345566,e
-53.99068,58.41376,e
-4.0240035,2.2640898,p
-80.55729,-0.5704672,e
-83.12818,-24.529037,e
5.025874,1.7352723,p
-57.891487,35.996258,e
-3.17646,77.204834,e
-50.993984,36.370567,e
-74.17624,9.081622,e
9.468365,3.474684,p
-51.057266,61.759605,e
-59.353207,26.730156,e
-62.95614,-3.2139747,e
-81.53388,32.30212,e
-83.313484,8.483959,e
-16.030834,73.36212,e
-4.6910176,-12.172401,e
-70.06817,5.9040856,e
-52.40745,57.351078,e
-47.92527,34.204983,e
-49.52606,34.426735,e
-56.863,12.796077,e
-82.668526,4.9686136,e
-84.64205,-22.233131,e
-60.154053,28.740997,e
-60.57248,35.914288,e
-79.86378,33.213333,e
-50.206085,40.191353,e
-46.225815,39.244972,e
-80.709984,34.55877,e
-59.4638,27.260561,e
-58.956856,30.5896,e
-55.35744,60.9741,e
-55.489376,27.21755,e
-53.89401,58.081226,e
-47.926662,40.326347,e
-47.722473,-20.218964,e
-55.22064,40.629658,e
-56.046024,29.444748,e
-59.003685,29.186998,e
-57.822304,12.368875,e
-60.382458,28.752289,e
-1.8518047,71.69921,e
-82.76736,10.617769,e
-48.368717,38.895706,e
-82.279564,33.337612,e
-77.62985,34.793316,e
-77.64288,11.40259,e
-52.867844,57.306145,e
-70.651215,5.959205,e
-82.25748,3.238455,e
-5.8654213,-7.7283874,e
-79.29607,32.329174,e
-80.71584,4.872107,e
-54.280968,29.707195,e
-54.58211,29.610914,e
-78.11555,34.23856,e
-54.28786,29.710325,e
-82.55133,4.853949,e
-84.98037,-22.741997,e
-38.56079,-84.05393,e
-57.5036,13.015923,e
-5.925571,-8.030025,e
-5.507011,-10.6048,e
-81.000206,0.8566207,e
-62.353302,-3.602652,e
-50.51729,39.28127,e
-78.53173,10.946898,e
-47.42001,34.181942,e
-83.155594,-24.524857,e
-3.0732388,-11.34195,e
-62.122093,-3.9449055,e
-81.271576,35.46067,e
-48.015785,39.917126,e
-38.901875,-84.85179,e
-53.088516,58.996883,e
-82.59141,33.77452,e
-84.63873,-22.228086,e
8.020194,-2.5522768,p
-1.5896963,3.5723681,p
-52.407852,62.916336,e
-79.44253,36.543316,e
-83.99051,9.109218,e
-4.7726088,76.42039,e
-78.7606,32.49316,e
-73.60815,3.7043636,e
-59.27587,30.513748,e
-80.35344,-0.83821523,e
-78.794,0.13403092,e
-60.056362,28.893295,e
-73.60853,7.732149,e
-70.92252,3.6599824,e
12.6795635,-3.8856685,p
-16.784029,43.53781,e
-12.334224,72.796524,e
-62.955303,-3.2363408,e
-5.591112,-10.4545,e
-5.2459073,-8.144862,e
-79.58358,12.85182,e
-84.98665,-22.746403,e
-38.48291,-85.255844,e
-5.18491,-7.8696384,e
-4.766078,76.408264,e
-52.974754,59.306038,e
-83.52278,11.19781,e
-54.814846,38.42363,e
-83.211105,11.629602,e
-60.35452,30.197235,e
-50.97008,36.56781,e
-79.846146,33.15472,e
13.607688,0.41465273,p
-5.60337,-12.496726,e
-49.337673,34.469162,e
-78.137024,34.30199,e
-78.64389,11.420017,e
-5.9314094,-8.013598,e
-77.60805,34.744537,e
-81.53442,32.290882,e
-73.15085,4.013809,e
10.485759,-3.7565255,p
-52.26004,61.19019,e
-3.5818033,2.027433,p
-25.065838,52.100254,e
-77.60098,10.9209175,e
-38.917225,-84.86406,e
-46.99885,38.07121,e
-85.433876,-22.641035,e
-74.53621,6.320697,e
-15.960627,39.943615,e
12.471545,-2.6822352,p
-80.90318,35.88248,e
-5.471574,67.59936,e
-74.09465,8.666177,e
-46.981533,38.34992,e
-3.7020001,-10.762113,e
-82.495094,-24.09433,e
-80.778854,3.4551435,e
-4.9272094,-11.862841,e
-4.6044397,43.148235,e
-54.25667,61.238922,e
-56.92429,12.100612,e
-55.58122,37.905888,e
-80.71754,34.547775,e
-3.475568,4.1142287,p
-82.95423,-24.70738,e
-55.991158,30.805853,e
-80.78091,3.4833724,e
-69.58321,4.977027,e
-85.277565,-21.920069,e
-84.64949,-22.259842,e
-9.174177,46.182625,e
-74.17296,9.063507,e
4.6673284,-3.708666,p
-79.07263,-0.272572,e
-29.832005,48.435875,e
12.599253,-3.8601687,p
-82.66477,4.994499,e
-83.039536,8.867644,e
-57.526474,13.015038,e
-83.241844,11.627091,e
-56.33894,30.788841,e
-77.09757,34.09959,e
-49.262287,34.228626,e
-5.5934086,-10.474183,e
-50.948704,35.084435,e
-51.426258,63.497597,e
3.8198256,-1.56881,p
-81.12331,4.7431493,e
-73.210434,7.548495,e
-58.11464,35.1377,e
-82.421234,31.60491,e
-79.43819,36.532604,e
-77.61367,11.399979,e
-38.000923,-84.80787,e
-5.61193,-12.497498,e
-38.486877,-85.2578,e
-84.62273,3.2845223,e
-2.7082336,4.912843,p
-7.900837,37.960968,e
-47.499584,34.034992,e
-2.085315,0.6711127,p
-80.3802,3.7023447,e
8.964031,1.340743,p
-58.468624,27.389887,e
-46.27337,39.48716,e
7.1768374,-1.697619,p
11.380442,-0.2863991,p
-8.157697,68.62114,e
-51.492203,63.499702,e
-26.684282,67.515015,e
-52.01803,58.36072,e
-47.91452,40.33991,e
-83.02179,-0.03579959,e
-11.504116,38.360237,e
-83.14613,32.8713,e
-47.859142,40.133198,e
-5.2347984,-12.768505,e
-5.324251,76.32204,e
-11.499575,38.334385,e
-13.316017,67.4493,e
-1.4297949,4.611715,p
-55.425488,60.96795,e
-47.04351,35.40203,e
-11.015323,64.002914,e
-47.032738,35.42594,e
-83.743576,2.6145518,e
-38.459866,-85.24193,e
-55.4135,60.968624,e
-56.28855,31.251245,e
-83.26796,-24.078835,e
-82.64391,33.753586,e
-6.383822,-11.172881,e
-46.231705,39.2296,e
-82.416725,-24.332888,e
-38.885975,-84.81543,e
-70.22148,6.151119,e
-82.768,10.610932,e
-10.667823,41.123848,e
-83.965706,9.086719,e
-34.783558,-12.146529,e
-53.89995,58.055416,e
-78.74649,32.488552,e
-73.50043,7.8806124,e
-80.90743,35.871002,e
-58.251896,27.402315,e
-7.1722026,40.393925,e
-72.59221,9.203812,e
-59.296112,30.508121,e
-82.37991,31.659428,e
-52.239754,61.636143,e
-78.67949,36.617977,e
-53.14484,58.939163,e
-82.79834,-23.731934,e
-72.76687,9.361936,e
-60.89292,35.05878,e
-72.57686,3.0116804,e
-83.124954,-24.518898,e
-72.55925,3.0057611,e
-58.436073,26.826468,e
-78.73411,36.66498,e
3.737239,-3.5478284,p
6.064207,2.2877169,p
-47.975784,34.046055,e
-27.443275,48.578,e
-78.79914,0.108491406,e
-52.201374,61.210117,e
-5.2477393,-8.152757,e
-73.3417,4.206577,e
-55.24355,40.622864,e
10.847685,-4.7208867,p
-2.236784,1.6446062,p
-47.463085,35.607117,e
-82.45801,3.580453,e
-77.51903,33.523533,e
-55.34089,62.868855,e
-51.719074,58.38415,e
-80.79308,0.5403002,e
-79.670044,13.298589,e
-5.5888386,-10.478771,e
-11.397779,64.3913,e
-82.42129,-24.34209,e
-52.350864,62.920116,e
-3.0724864,-11.353056,e
-5.1853304,-7.888743,e
-52.36318,57.412327,e
-52.488968,63.416126,e
-72.76311,9.344228,e
-56.850628,12.811073,e
-84.13278,3.5484338,e
-85.2665,-21.884752,e
-80.4543,-0.56845355,e
-21.314943,-20.697563,e
-80.71419,4.8962274,e
-5.862802,-7.747593,e
-75.732025,7.206152,e
-58.977535,30.581358,e
-78.74116,13.37213,e
-71.24076,3.856209,e
-55.025234,38.885525,e
-79.37712,33.3818,e
-23.822496,64.88231,e
8.129789,-2.0100117,p
-73.77559,3.8938518,e
-73.49468,7.8569045,e
3.6437957,-3.5259538,p
9.626461,3.9972296,p
-8.587128,76.1568,e
3.76045,-2.9933085,p
-0.234334,70.891335,e
-53.14721,58.92934,e
-60.893295,35.038662,e
-54.35733,62.523705,e
-53.988144,60.887115,e
-60.58254,35.917965,e
-38.905693,-84.85506,e
-83.04223,8.872082,e
-80.54383,3.946283,e
-79.00466,35.63528,e
-14.679534,74.48636,e
-48.03247,39.90145,e
-55.04844,31.426935,e
-55.843266,38.34481,e
-75.19483,6.265064,e
-55.47,40.998154,e
-82.65923,33.75977,e
-82.04232,31.191511,e
-37.995705,-84.848465,e
-82.043564,31.214151,e
-82.550804,11.060855,e
-57.831135,11.954931,e
-9.714044,65.16539,e
-83.48295,33.362984,e
-1.719574,1.6497681,p
-55.989853,31.269323,e
-4.1255465,44.126842,e
-75.729744,7.1821136,e
-47.839306,40.150784,e
-51.16785,61.29505,e
-10.928347,46.067593,e
-2.49741,0.7300429,p
8.14097,2.14992,p
-55.66178,29.508837,e
-71.84528,5.2495003,e
-62.111763,-3.9727285,e
6.151262,2.2320976,p
-47.13298,35.11783,e
-6.4609017,-10.956231,e
-6.45809,-10.984671,e
-75.33564,7.5173073,e
-80.86719,35.831787,e
-83.288475,8.479491,e
-52.056454,58.2761,e
-55.513382,27.219492,e
-48.828934,35.929108,e
-74.30054,8.791016,e
5.0154448,4.1967435,p
-84.64484,-22.254328,e
-81.32171,31.797007,e
-58.410686,36.082638,e
-84.99364,-22.76514,e
-49.506058,34.44324,e
-83.96509,9.091368,e
-82.57781,-1.0733184,e
-52.402306,57.36828,e
-11.243258,78.29905,e
-82.45691,3.6036904,e
-82.23066,33.36811,e
-56.014023,29.382898,e
-55.022408,60.559093,e
-55.603012,29.44793,e
-3.706091,-10.778197,e
-52.229588,61.646477,e
-28.676802,63.83744,e
-56.914513,12.096551,e
-3.5448053,-10.617592,e
-71.774315,8.569745,e
-83.31248,8.481533,e
-80.79528,0.51153165,e
-56.277283,40.4601,e
-83.772316,9.501948,e
-63.01676,-4.250035,e
-5.320067,74.34118,e
-78.711365,32.428566,e
-1.2038314,3.5508986,p
-79.27732,32.326233,e
-54.39329,27.440943,e
-60.628174,30.570684,e
-73.32646,7.4659142,e
-37.983223,-84.84145,e
-48.351215,38.91293,e
-50.219547,40.168434,e
-80.68153,0.574325,e
3.6618595,-2.9861965,p
-5.2422485,-12.769722,e
-54.767036,31.387632,e
-1.7983859,1.5412841,p
-53.991264,60.889854,e
-55.844254,38.340096,e
-53.90282,60.903164,e
-82.52694,11.046031,e
-81.966255,-1.1195121,e
8.21222,-1.9817574,p
13.238502,0.23941138,p
-54.67312,27.850418,e
-5.819943,44.696815,e
-2.4173737,0.83876175,p
-52.39544,62.91003,e
-84.646324,3.439601,e
-80.34859,-0.820568,e
13.608029,0.35745594,p
-54.94675,30.969492,e
-82.74823,10.596271,e
-50.992138,61.76938,e
-78.58271,12.934819,e
-81.265175,35.476814,e
-50.03005,39.083153,e
-57.79214,12.37427,e
-80.5457,3.9220498,e
-84.269615,2.4264028,e
8.216255,2.1825392,p
4.903363,-1.0786084,p
-3.060957,3.9285097,p
-75.19713,7.3524013,e
-81.2382,35.41744,e
-83.22413,32.848732,e
-62.10919,-3.9423542,e
-58.663223,35.15109,e
-59.44958,30.949957,e
-5.861754,-7.7413588,e
-74.70163,6.529307,e
-47.55939,35.2954,e
-78.964676,35.60228,e
-48.355606,38.514725,e
-56.87747,12.79687,e
-85.62399,-22.422716,e
-46.693146,39.304665,e
-82.51391,-24.096783,e
-38.900658,-84.82441,e
-62.680016,-4.515819,e
-55.03353,60.563484,e
-51.13028,63.024063,e
-54.29108,63.068317,e
-2.144999,1.7579813,p
-50.082306,38.833447,e
8.406456,3.7366636,p
-71.10694,3.7994385,e
-71.71095,4.843315,e
-85.27126,-21.903257,e
3.803617,-1.0118872,p
-73.75955,3.8670018,e
-38.463795,-85.24372,e
-78.72194,-0.08384022,e
-29.019386,49.69249,e
-75.01817,6.0654593,e
-47.446392,35.628376,e
-60.560978,35.936657,e
-82.98682,-24.710493,e
-55.043957,38.85765,e
-80.87275,35.81856,e
-37.98877,-84.79866,e
-12.842676,73.06868,e
-38.495308,-85.28525,e
-54.159256,61.24573,e
-82.79602,-23.72802,e
-73.16602,2.8463478,e
-83.990486,9.104468,e
7.8649836,-4.10657,p
-52.54938,63.413143,e
-70.792244,3.5636275,e
-78.72768,32.434258,e
-79.4085,1.0213616,e
-73.21382,7.5766234,e
-55.56016,37.91632,e
-4.6960735,-12.171696,e
-54.290836,63.078094,e
-5.5061884,-10.57983,e
-57.883583,36.012615,e
-80.68579,34.502182,e
-54.75385,31.384428,e
-78.60716,11.415279,e
-44.273,-26.034369,e
-75.62162,7.0125003,e
-54.35905,62.515312,e
-83.01809,8.854224,e
-58.111042,35.155975,e
-51.45064,63.507137,e
-54.593937,27.332012,e
-62.12062,-3.975712,e
-11.503142,38.36156,e
-80.68007,0.60418963,e
-55.634834,27.766542,e
-53.93521,58.01858,e
-85.436195,-22.643595,e
-72.969666,2.7206032,e
-82.41793,31.624178,e
-78.33813,35.878075,e
-54.156624,29.629538,e
-43.78662,15.064688,e
-55.0997,60.55894,e
-82.88728,-0.24139394,e
-71.76454,8.547039,e
-56.10234,40.04299,e
-55.45777,62.313805,e
-83.50261,11.180298,e
-60.459892,34.980553,e
-55.220436,40.6395,e
-51.389984,35.344357,e
-53.036304,59.252563,e
-11.225152,78.315674,e
-14.622902,50.314552,e
-4.1528964,44.1539,e
-59.14092,31.002176,e
-15.51016,47.87446,e
11.287725,-4.5588593,p
-13.089018,49.35515,e
9.553731,3.4484062,p
3.7252338,-1.5091794,p
-58.656773,35.168907,e
-15.305645,72.59632,e
-55.641056,29.511862,e
-5.1812634,67.13288,e
-27.447815,46.84499,e
-82.5495,11.0708,e
-49.718967,40.05369,e
-48.609272,-21.383982,e
-26.168137,67.194954,e
-8.091432,36.833622,e
-13.387113,71.25189,e
-14.686661,74.480064,e
-54.45878,27.915318,e
-82.44571,-24.354277,e
-25.913929,50.756165,e
-5.3118324,76.30621,e
-24.630428,63.760544,e
4.9999566,2.2371528,p
-5.2480483,-8.143972,e
-84.19096,3.6898694,e
-2.970524,69.04454,e
-11.498162,38.337734,e
12.688243,-3.8884351,p
-55.58505,37.901516,e
-5.6112914,-12.49943,e
-16.343805,38.840675,e
-82.12186,3.3419385,e
-15.364878,42.56008,e
-8.752724,74.354774,e
-41.654854,14.699869,e
-82.105675,-0.92321867,e
-8.099918,49.397713,e
4.9840817,-1.6414495,p
-16.804323,43.511288,e
-35.641342,-8.989442,e
-2.733264,77.32742,e
-8.099787,49.39516,e
-48.93292,35.961075,e
-9.310686,74.42706,e
4.974715,3.7006173,p
6.2439165,3.8063908,p
-51.401108,35.508984,e
-0.2558251,70.88849,e
-8.174381,68.62133,e
-4.26665,43.56021,e
-55.47076,41.00645,e
6.0160656,1.765017,p
-35.581882,-31.25141,e
-83.26639,-24.072779,e
-60.12024,35.92107,e
-11.702603,76.64232,e
-4.2934456,74.56353,e
-45.177166,-26.20979,e
-32.602856,-9.184159,e
-26.523329,53.01132,e
-11.93409,42.13427,e
3.7527003,-2.9946942,p
-32.75251,-33.529,e
-26.804428,53.339073,e
-30.636538,49.10098,e
-10.933843,46.063396,e
-35.896458,-30.61886,e
-35.895382,-30.612507,e
-12.94922,38.8226,e
-27.409195,22.498259,e
-14.69103,49.789284,e
-55.887974,27.677864,e
-33.64776,-32.91512,e
-55.56088,37.911884,e
-15.316554,72.57521,e
-19.120705,18.104532,e
-46.521587,38.006706,e
-6.9505215,40.83854,e
-26.954786,48.297997,e
11.071176,0.62196076,p
-9.579081,49.872925,e
-9.824007,74.794754,e
-8.799232,69.56482,e
-28.644632,63.857716,e
-54.406723,27.43859,e
-58.223373,27.39671,e
-12.896568,66.41035,e
-14.034969,46.778965,e
-5.2434564,-12.767922,e
-30.631083,49.124462,e
-12.112636,77.14457,e
-50.070095,38.85412,e
-85.626495,-22.45355,e
-60.6097,30.578348,e
8.227943,2.1842818,p
-32.401028,-31.381762,e
-55.263405,62.906776,e
-26.928753,48.313545,e
4.7767854,-3.138001,p
-55.27194,62.894604,e
-11.337105,67.21889,e
-24.56971,65.643936,e
-13.927073,47.38217,e
-27.771723,61.07223,e
-54.840252,38.400883,e
-72.20516,9.437025,e
-28.354115,47.379257,e
-79.35478,33.322693,e
-13.207398,38.358368,e
-5.3811965,46.64265,e
-84.979904,-21.955627,e
-52.82402,57.368515,e
-21.667316,-23.897036,e
3.8116448,-1.5642718,p
-37.00106,-30.27916,e
-10.595025,78.11854,e
-82.30926,3.6953325,e
-82.74732,10.589429,e
-73.978806,8.977818,e
11.524774,0.888701,p
7.191403,-1.6954638,p
-4.695511,-12.174163,e
-82.4436,-24.34538,e
-60.127552,35.924526,e
-27.09457,62.578064,e
-40.880882,8.8204155,e
10.877297,-4.7833815,p
-17.61099,40.39589,e
-17.816849,39.935352,e
-17.235374,42.423946,e
-16.07961,73.28625,e
-78.60577,11.4050865,e
-63.451557,-3.7229629,e
-5.925487,-8.023071,e
8.883424,1.2947873,p
